"","Facility.Name","City","Number.of.Patients"
"828","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","BESSEMER",85
"829","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","BESSEMER",133
"830","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","BESSEMER",NA
"831","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","BESSEMER",NA
"832","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","BESSEMER",NA
"833","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","BESSEMER",NA
"834","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","BESSEMER",NA
"835","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","BESSEMER",NA
"836","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","BESSEMER",NA
"837","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","BESSEMER",NA
"838","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","BESSEMER",NA
"839","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","BESSEMER",NA
"840","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","BESSEMER",NA
"841","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","SELMA",NA
"842","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","SELMA",88
"843","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","SELMA",108
"844","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","SELMA",NA
"845","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","SELMA",NA
"846","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","SELMA",NA
"847","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","SELMA",NA
"848","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","SELMA",NA
"849","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","SELMA",NA
"850","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","SELMA",NA
"851","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","SELMA",NA
"852","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","SELMA",NA
"853","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","SELMA",NA
"854","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","SELMA",NA
"855","MONROE COUNTY HOSPITAL","MONROEVILLE",NA
"856","MONROE COUNTY HOSPITAL","MONROEVILLE",31
"857","MONROE COUNTY HOSPITAL","MONROEVILLE",47
"858","MONROE COUNTY HOSPITAL","MONROEVILLE",NA
"859","MONROE COUNTY HOSPITAL","MONROEVILLE",NA
"860","MONROE COUNTY HOSPITAL","MONROEVILLE",NA
"861","MONROE COUNTY HOSPITAL","MONROEVILLE",NA
"862","MONROE COUNTY HOSPITAL","MONROEVILLE",NA
"863","MONROE COUNTY HOSPITAL","MONROEVILLE",NA
"864","MONROE COUNTY HOSPITAL","MONROEVILLE",NA
"865","MONROE COUNTY HOSPITAL","MONROEVILLE",NA
"866","MONROE COUNTY HOSPITAL","MONROEVILLE",NA
"867","MONROE COUNTY HOSPITAL","MONROEVILLE",NA
"868","MONROE COUNTY HOSPITAL","MONROEVILLE",NA
"869","LAKELAND COMMUNITY HOSPITAL","HALEYVILLE",NA
"870","LAKELAND COMMUNITY HOSPITAL","HALEYVILLE",33
"871","LAKELAND COMMUNITY HOSPITAL","HALEYVILLE",267
"872","LAKELAND COMMUNITY HOSPITAL","HALEYVILLE",NA
"873","LAKELAND COMMUNITY HOSPITAL","HALEYVILLE",NA
"874","LAKELAND COMMUNITY HOSPITAL","HALEYVILLE",NA
"875","LAKELAND COMMUNITY HOSPITAL","HALEYVILLE",NA
"876","LAKELAND COMMUNITY HOSPITAL","HALEYVILLE",NA
"877","LAKELAND COMMUNITY HOSPITAL","HALEYVILLE",NA
"878","LAKELAND COMMUNITY HOSPITAL","HALEYVILLE",NA
"879","LAKELAND COMMUNITY HOSPITAL","HALEYVILLE",NA
"880","LAKELAND COMMUNITY HOSPITAL","HALEYVILLE",NA
"881","LAKELAND COMMUNITY HOSPITAL","HALEYVILLE",NA
"882","LAKELAND COMMUNITY HOSPITAL","HALEYVILLE",NA
"883","TROY REGIONAL MEDICAL CENTER","TROY",NA
"884","TROY REGIONAL MEDICAL CENTER","TROY",38
"885","TROY REGIONAL MEDICAL CENTER","TROY",48
"886","TROY REGIONAL MEDICAL CENTER","TROY",NA
"887","TROY REGIONAL MEDICAL CENTER","TROY",NA
"888","TROY REGIONAL MEDICAL CENTER","TROY",NA
"889","TROY REGIONAL MEDICAL CENTER","TROY",NA
"890","TROY REGIONAL MEDICAL CENTER","TROY",NA
"891","TROY REGIONAL MEDICAL CENTER","TROY",NA
"892","TROY REGIONAL MEDICAL CENTER","TROY",NA
"893","TROY REGIONAL MEDICAL CENTER","TROY",NA
"894","TROY REGIONAL MEDICAL CENTER","TROY",NA
"895","TROY REGIONAL MEDICAL CENTER","TROY",NA
"896","TROY REGIONAL MEDICAL CENTER","TROY",NA
"897","JACKSON MEDICAL CENTER","JACKSON",NA
"898","JACKSON MEDICAL CENTER","JACKSON",25
"899","JACKSON MEDICAL CENTER","JACKSON",35
"900","JACKSON MEDICAL CENTER","JACKSON",NA
"901","JACKSON MEDICAL CENTER","JACKSON",NA
"902","JACKSON MEDICAL CENTER","JACKSON",NA
"903","JACKSON MEDICAL CENTER","JACKSON",NA
"904","JACKSON MEDICAL CENTER","JACKSON",NA
"905","JACKSON MEDICAL CENTER","JACKSON",NA
"906","JACKSON MEDICAL CENTER","JACKSON",NA
"907","JACKSON MEDICAL CENTER","JACKSON",NA
"908","JACKSON MEDICAL CENTER","JACKSON",NA
"909","JACKSON MEDICAL CENTER","JACKSON",NA
"910","JACKSON MEDICAL CENTER","JACKSON",NA
"911","NORTH BALDWIN INFIRMARY","BAY MINETTE",NA
"912","NORTH BALDWIN INFIRMARY","BAY MINETTE",28
"913","NORTH BALDWIN INFIRMARY","BAY MINETTE",45
"914","NORTH BALDWIN INFIRMARY","BAY MINETTE",NA
"915","NORTH BALDWIN INFIRMARY","BAY MINETTE",NA
"916","NORTH BALDWIN INFIRMARY","BAY MINETTE",NA
"917","NORTH BALDWIN INFIRMARY","BAY MINETTE",NA
"918","NORTH BALDWIN INFIRMARY","BAY MINETTE",NA
"919","NORTH BALDWIN INFIRMARY","BAY MINETTE",NA
"920","NORTH BALDWIN INFIRMARY","BAY MINETTE",NA
"921","NORTH BALDWIN INFIRMARY","BAY MINETTE",NA
"922","NORTH BALDWIN INFIRMARY","BAY MINETTE",NA
"923","NORTH BALDWIN INFIRMARY","BAY MINETTE",NA
"924","NORTH BALDWIN INFIRMARY","BAY MINETTE",NA
"925","ST VINCENT'S ST CLAIR","PELL CITY",NA
"926","ST VINCENT'S ST CLAIR","PELL CITY",51
"927","ST VINCENT'S ST CLAIR","PELL CITY",128
"928","ST VINCENT'S ST CLAIR","PELL CITY",NA
"929","ST VINCENT'S ST CLAIR","PELL CITY",NA
"930","ST VINCENT'S ST CLAIR","PELL CITY",NA
"931","ST VINCENT'S ST CLAIR","PELL CITY",NA
"932","ST VINCENT'S ST CLAIR","PELL CITY",NA
"933","ST VINCENT'S ST CLAIR","PELL CITY",NA
"934","ST VINCENT'S ST CLAIR","PELL CITY",NA
"935","ST VINCENT'S ST CLAIR","PELL CITY",NA
"936","ST VINCENT'S ST CLAIR","PELL CITY",NA
"937","ST VINCENT'S ST CLAIR","PELL CITY",NA
"938","ST VINCENT'S ST CLAIR","PELL CITY",NA
"939","CRESTWOOD MEDICAL CENTER","HUNTSVILLE",128
"940","CRESTWOOD MEDICAL CENTER","HUNTSVILLE",205
"941","CRESTWOOD MEDICAL CENTER","HUNTSVILLE",314
"942","CRESTWOOD MEDICAL CENTER","HUNTSVILLE",NA
"943","CRESTWOOD MEDICAL CENTER","HUNTSVILLE",NA
"944","CRESTWOOD MEDICAL CENTER","HUNTSVILLE",NA
"945","CRESTWOOD MEDICAL CENTER","HUNTSVILLE",NA
"946","CRESTWOOD MEDICAL CENTER","HUNTSVILLE",NA
"947","CRESTWOOD MEDICAL CENTER","HUNTSVILLE",NA
"948","CRESTWOOD MEDICAL CENTER","HUNTSVILLE",NA
"949","CRESTWOOD MEDICAL CENTER","HUNTSVILLE",NA
"950","CRESTWOOD MEDICAL CENTER","HUNTSVILLE",NA
"951","CRESTWOOD MEDICAL CENTER","HUNTSVILLE",NA
"952","CRESTWOOD MEDICAL CENTER","HUNTSVILLE",NA
"953","HILL HOSPITAL OF SUMTER COUNTY","YORK",NA
"954","HILL HOSPITAL OF SUMTER COUNTY","YORK",NA
"955","HILL HOSPITAL OF SUMTER COUNTY","YORK",NA
"956","HILL HOSPITAL OF SUMTER COUNTY","YORK",NA
"957","HILL HOSPITAL OF SUMTER COUNTY","YORK",NA
"958","HILL HOSPITAL OF SUMTER COUNTY","YORK",NA
"959","HILL HOSPITAL OF SUMTER COUNTY","YORK",NA
"960","HILL HOSPITAL OF SUMTER COUNTY","YORK",NA
"961","HILL HOSPITAL OF SUMTER COUNTY","YORK",NA
"962","HILL HOSPITAL OF SUMTER COUNTY","YORK",NA
"963","HILL HOSPITAL OF SUMTER COUNTY","YORK",NA
"964","HILL HOSPITAL OF SUMTER COUNTY","YORK",NA
"965","HILL HOSPITAL OF SUMTER COUNTY","YORK",NA
"966","HILL HOSPITAL OF SUMTER COUNTY","YORK",NA
"967","BROOKWOOD BAPTIST MEDICAL CENTER","BIRMINGHAM",109
"968","BROOKWOOD BAPTIST MEDICAL CENTER","BIRMINGHAM",152
"969","BROOKWOOD BAPTIST MEDICAL CENTER","BIRMINGHAM",168
"970","BROOKWOOD BAPTIST MEDICAL CENTER","BIRMINGHAM",NA
"971","BROOKWOOD BAPTIST MEDICAL CENTER","BIRMINGHAM",NA
"972","BROOKWOOD BAPTIST MEDICAL CENTER","BIRMINGHAM",NA
"973","BROOKWOOD BAPTIST MEDICAL CENTER","BIRMINGHAM",NA
"974","BROOKWOOD BAPTIST MEDICAL CENTER","BIRMINGHAM",NA
"975","BROOKWOOD BAPTIST MEDICAL CENTER","BIRMINGHAM",NA
"976","BROOKWOOD BAPTIST MEDICAL CENTER","BIRMINGHAM",NA
"977","BROOKWOOD BAPTIST MEDICAL CENTER","BIRMINGHAM",NA
"978","BROOKWOOD BAPTIST MEDICAL CENTER","BIRMINGHAM",NA
"979","BROOKWOOD BAPTIST MEDICAL CENTER","BIRMINGHAM",NA
"980","BROOKWOOD BAPTIST MEDICAL CENTER","BIRMINGHAM",NA
"981","SPRINGHILL MEDICAL CENTER","MOBILE",69
"982","SPRINGHILL MEDICAL CENTER","MOBILE",242
"983","SPRINGHILL MEDICAL CENTER","MOBILE",210
"984","SPRINGHILL MEDICAL CENTER","MOBILE",NA
"985","SPRINGHILL MEDICAL CENTER","MOBILE",NA
"986","SPRINGHILL MEDICAL CENTER","MOBILE",NA
"987","SPRINGHILL MEDICAL CENTER","MOBILE",NA
"988","SPRINGHILL MEDICAL CENTER","MOBILE",NA
"989","SPRINGHILL MEDICAL CENTER","MOBILE",NA
"990","SPRINGHILL MEDICAL CENTER","MOBILE",NA
"991","SPRINGHILL MEDICAL CENTER","MOBILE",NA
"992","SPRINGHILL MEDICAL CENTER","MOBILE",NA
"993","SPRINGHILL MEDICAL CENTER","MOBILE",NA
"994","SPRINGHILL MEDICAL CENTER","MOBILE",NA
"995","EVERGREEN MEDICAL CENTER","EVERGREEN",NA
"996","EVERGREEN MEDICAL CENTER","EVERGREEN",51
"997","EVERGREEN MEDICAL CENTER","EVERGREEN",90
"998","EVERGREEN MEDICAL CENTER","EVERGREEN",NA
"999","EVERGREEN MEDICAL CENTER","EVERGREEN",NA
"1000","EVERGREEN MEDICAL CENTER","EVERGREEN",NA
"1001","EVERGREEN MEDICAL CENTER","EVERGREEN",NA
"1002","EVERGREEN MEDICAL CENTER","EVERGREEN",NA
"1003","EVERGREEN MEDICAL CENTER","EVERGREEN",NA
"1004","EVERGREEN MEDICAL CENTER","EVERGREEN",NA
"1005","EVERGREEN MEDICAL CENTER","EVERGREEN",NA
"1006","EVERGREEN MEDICAL CENTER","EVERGREEN",NA
"1007","EVERGREEN MEDICAL CENTER","EVERGREEN",NA
"1008","EVERGREEN MEDICAL CENTER","EVERGREEN",NA
"1009","BAPTIST MEDICAL CENTER EAST","MONTGOMERY",NA
"1010","BAPTIST MEDICAL CENTER EAST","MONTGOMERY",162
"1011","BAPTIST MEDICAL CENTER EAST","MONTGOMERY",172
"1012","BAPTIST MEDICAL CENTER EAST","MONTGOMERY",NA
"1013","BAPTIST MEDICAL CENTER EAST","MONTGOMERY",NA
"1014","BAPTIST MEDICAL CENTER EAST","MONTGOMERY",NA
"1015","BAPTIST MEDICAL CENTER EAST","MONTGOMERY",NA
"1016","BAPTIST MEDICAL CENTER EAST","MONTGOMERY",NA
"1017","BAPTIST MEDICAL CENTER EAST","MONTGOMERY",NA
"1018","BAPTIST MEDICAL CENTER EAST","MONTGOMERY",NA
"1019","BAPTIST MEDICAL CENTER EAST","MONTGOMERY",NA
"1020","BAPTIST MEDICAL CENTER EAST","MONTGOMERY",NA
"1021","BAPTIST MEDICAL CENTER EAST","MONTGOMERY",NA
"1022","BAPTIST MEDICAL CENTER EAST","MONTGOMERY",NA
"1023","BIRMINGHAM VA MEDICAL CENTER","BIRMINGHAM",75
"1024","BIRMINGHAM VA MEDICAL CENTER","BIRMINGHAM",444
"1025","BIRMINGHAM VA MEDICAL CENTER","BIRMINGHAM",259
"1026","BIRMINGHAM VA MEDICAL CENTER","BIRMINGHAM",NA
"1027","BIRMINGHAM VA MEDICAL CENTER","BIRMINGHAM",NA
"1028","BIRMINGHAM VA MEDICAL CENTER","BIRMINGHAM",NA
"1029","BIRMINGHAM VA MEDICAL CENTER","BIRMINGHAM",NA
"1030","BIRMINGHAM VA MEDICAL CENTER","BIRMINGHAM",NA
"1031","BIRMINGHAM VA MEDICAL CENTER","BIRMINGHAM",NA
"1032","BIRMINGHAM VA MEDICAL CENTER","BIRMINGHAM",NA
"1033","BIRMINGHAM VA MEDICAL CENTER","BIRMINGHAM",NA
"1034","BIRMINGHAM VA MEDICAL CENTER","BIRMINGHAM",NA
"1035","BIRMINGHAM VA MEDICAL CENTER","BIRMINGHAM",NA
"1036","BIRMINGHAM VA MEDICAL CENTER","BIRMINGHAM",NA
"1037","THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL","GREENVILLE",NA
"1038","THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL","GREENVILLE",28
"1039","THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL","GREENVILLE",29
"1040","THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL","GREENVILLE",NA
"1041","THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL","GREENVILLE",NA
"1042","THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL","GREENVILLE",NA
"1043","THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL","GREENVILLE",NA
"1044","THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL","GREENVILLE",NA
"1045","THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL","GREENVILLE",NA
"1046","THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL","GREENVILLE",NA
"1047","THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL","GREENVILLE",NA
"1048","THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL","GREENVILLE",NA
"1049","THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL","GREENVILLE",NA
"1050","THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL","GREENVILLE",NA
"1051","SHOALS HOSPITAL","MUSCLE SHOALS",NA
"1052","SHOALS HOSPITAL","MUSCLE SHOALS",NA
"1053","SHOALS HOSPITAL","MUSCLE SHOALS",28
"1054","SHOALS HOSPITAL","MUSCLE SHOALS",NA
"1055","SHOALS HOSPITAL","MUSCLE SHOALS",NA
"1056","SHOALS HOSPITAL","MUSCLE SHOALS",NA
"1057","SHOALS HOSPITAL","MUSCLE SHOALS",NA
"1058","SHOALS HOSPITAL","MUSCLE SHOALS",NA
"1059","SHOALS HOSPITAL","MUSCLE SHOALS",NA
"1060","SHOALS HOSPITAL","MUSCLE SHOALS",NA
"1061","SHOALS HOSPITAL","MUSCLE SHOALS",NA
"1062","SHOALS HOSPITAL","MUSCLE SHOALS",NA
"1063","SHOALS HOSPITAL","MUSCLE SHOALS",NA
"1064","SHOALS HOSPITAL","MUSCLE SHOALS",NA
"1065","RUSSELLVILLE HOSPITAL","RUSSELLVILLE",NA
"1066","RUSSELLVILLE HOSPITAL","RUSSELLVILLE",31
"1067","RUSSELLVILLE HOSPITAL","RUSSELLVILLE",90
"1068","RUSSELLVILLE HOSPITAL","RUSSELLVILLE",NA
"1069","RUSSELLVILLE HOSPITAL","RUSSELLVILLE",NA
"1070","RUSSELLVILLE HOSPITAL","RUSSELLVILLE",NA
"1071","RUSSELLVILLE HOSPITAL","RUSSELLVILLE",NA
"1072","RUSSELLVILLE HOSPITAL","RUSSELLVILLE",NA
"1073","RUSSELLVILLE HOSPITAL","RUSSELLVILLE",NA
"1074","RUSSELLVILLE HOSPITAL","RUSSELLVILLE",NA
"1075","RUSSELLVILLE HOSPITAL","RUSSELLVILLE",NA
"1076","RUSSELLVILLE HOSPITAL","RUSSELLVILLE",NA
"1077","RUSSELLVILLE HOSPITAL","RUSSELLVILLE",NA
"1078","RUSSELLVILLE HOSPITAL","RUSSELLVILLE",NA
"1079","COOSA VALLEY MEDICAL CENTER","SYLACAUGA",NA
"1080","COOSA VALLEY MEDICAL CENTER","SYLACAUGA",76
"1081","COOSA VALLEY MEDICAL CENTER","SYLACAUGA",101
"1082","COOSA VALLEY MEDICAL CENTER","SYLACAUGA",NA
"1083","COOSA VALLEY MEDICAL CENTER","SYLACAUGA",NA
"1084","COOSA VALLEY MEDICAL CENTER","SYLACAUGA",NA
"1085","COOSA VALLEY MEDICAL CENTER","SYLACAUGA",NA
"1086","COOSA VALLEY MEDICAL CENTER","SYLACAUGA",NA
"1087","COOSA VALLEY MEDICAL CENTER","SYLACAUGA",NA
"1088","COOSA VALLEY MEDICAL CENTER","SYLACAUGA",NA
"1089","COOSA VALLEY MEDICAL CENTER","SYLACAUGA",NA
"1090","COOSA VALLEY MEDICAL CENTER","SYLACAUGA",NA
"1091","COOSA VALLEY MEDICAL CENTER","SYLACAUGA",NA
"1092","COOSA VALLEY MEDICAL CENTER","SYLACAUGA",NA
"1093","JACK HUGHSTON MEMORIAL HOSPITAL","PHENIX CITY",NA
"1094","JACK HUGHSTON MEMORIAL HOSPITAL","PHENIX CITY",NA
"1095","JACK HUGHSTON MEMORIAL HOSPITAL","PHENIX CITY",NA
"1096","JACK HUGHSTON MEMORIAL HOSPITAL","PHENIX CITY",NA
"1097","JACK HUGHSTON MEMORIAL HOSPITAL","PHENIX CITY",NA
"1098","JACK HUGHSTON MEMORIAL HOSPITAL","PHENIX CITY",NA
"1099","JACK HUGHSTON MEMORIAL HOSPITAL","PHENIX CITY",NA
"1100","JACK HUGHSTON MEMORIAL HOSPITAL","PHENIX CITY",NA
"1101","JACK HUGHSTON MEMORIAL HOSPITAL","PHENIX CITY",NA
"1102","JACK HUGHSTON MEMORIAL HOSPITAL","PHENIX CITY",NA
"1103","JACK HUGHSTON MEMORIAL HOSPITAL","PHENIX CITY",NA
"1104","JACK HUGHSTON MEMORIAL HOSPITAL","PHENIX CITY",NA
"1105","JACK HUGHSTON MEMORIAL HOSPITAL","PHENIX CITY",NA
"1106","JACK HUGHSTON MEMORIAL HOSPITAL","PHENIX CITY",NA
"1107","ATMORE COMMUNITY HOSPITAL","ATMORE",NA
"1108","ATMORE COMMUNITY HOSPITAL","ATMORE",53
"1109","ATMORE COMMUNITY HOSPITAL","ATMORE",42
"1110","ATMORE COMMUNITY HOSPITAL","ATMORE",NA
"1111","ATMORE COMMUNITY HOSPITAL","ATMORE",NA
"1112","ATMORE COMMUNITY HOSPITAL","ATMORE",NA
"1113","ATMORE COMMUNITY HOSPITAL","ATMORE",NA
"1114","ATMORE COMMUNITY HOSPITAL","ATMORE",NA
"1115","ATMORE COMMUNITY HOSPITAL","ATMORE",NA
"1116","ATMORE COMMUNITY HOSPITAL","ATMORE",NA
"1117","ATMORE COMMUNITY HOSPITAL","ATMORE",NA
"1118","ATMORE COMMUNITY HOSPITAL","ATMORE",NA
"1119","ATMORE COMMUNITY HOSPITAL","ATMORE",NA
"1120","ATMORE COMMUNITY HOSPITAL","ATMORE",NA
"1121","ST VINCENT'S CHILTON","CLANTON",NA
"1122","ST VINCENT'S CHILTON","CLANTON",NA
"1123","ST VINCENT'S CHILTON","CLANTON",29
"1124","ST VINCENT'S CHILTON","CLANTON",NA
"1125","ST VINCENT'S CHILTON","CLANTON",NA
"1126","ST VINCENT'S CHILTON","CLANTON",NA
"1127","ST VINCENT'S CHILTON","CLANTON",NA
"1128","ST VINCENT'S CHILTON","CLANTON",NA
"1129","ST VINCENT'S CHILTON","CLANTON",NA
"1130","ST VINCENT'S CHILTON","CLANTON",NA
"1131","ST VINCENT'S CHILTON","CLANTON",NA
"1132","ST VINCENT'S CHILTON","CLANTON",NA
"1133","ST VINCENT'S CHILTON","CLANTON",NA
"1134","ST VINCENT'S CHILTON","CLANTON",NA
"1135","THOMASVILLE REGIONAL MEDICAL CENTER","THOMASVILLE",NA
"1136","THOMASVILLE REGIONAL MEDICAL CENTER","THOMASVILLE",NA
"1137","THOMASVILLE REGIONAL MEDICAL CENTER","THOMASVILLE",NA
"1138","THOMASVILLE REGIONAL MEDICAL CENTER","THOMASVILLE",NA
"1139","THOMASVILLE REGIONAL MEDICAL CENTER","THOMASVILLE",NA
"1140","THOMASVILLE REGIONAL MEDICAL CENTER","THOMASVILLE",NA
"1141","THOMASVILLE REGIONAL MEDICAL CENTER","THOMASVILLE",NA
"1142","THOMASVILLE REGIONAL MEDICAL CENTER","THOMASVILLE",NA
"1143","THOMASVILLE REGIONAL MEDICAL CENTER","THOMASVILLE",NA
"1144","THOMASVILLE REGIONAL MEDICAL CENTER","THOMASVILLE",NA
"1145","THOMASVILLE REGIONAL MEDICAL CENTER","THOMASVILLE",NA
"1146","THOMASVILLE REGIONAL MEDICAL CENTER","THOMASVILLE",NA
"1147","THOMASVILLE REGIONAL MEDICAL CENTER","THOMASVILLE",NA
"1148","THOMASVILLE REGIONAL MEDICAL CENTER","THOMASVILLE",NA
"1149","EAMC-LANIER","VALLEY",NA
"1150","EAMC-LANIER","VALLEY",NA
"1151","EAMC-LANIER","VALLEY",NA
"1152","EAMC-LANIER","VALLEY",NA
"1153","EAMC-LANIER","VALLEY",NA
"1154","EAMC-LANIER","VALLEY",NA
"1155","EAMC-LANIER","VALLEY",NA
"1156","EAMC-LANIER","VALLEY",NA
"1157","EAMC-LANIER","VALLEY",NA
"1158","EAMC-LANIER","VALLEY",NA
"1159","EAMC-LANIER","VALLEY",NA
"1160","EAMC-LANIER","VALLEY",NA
"1161","EAMC-LANIER","VALLEY",NA
"1162","EAMC-LANIER","VALLEY",NA
"1163","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","MONTGOMERY",NA
"1164","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","MONTGOMERY",70
"1165","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","MONTGOMERY",56
"1166","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","MONTGOMERY",NA
"1167","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","MONTGOMERY",NA
"1168","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","MONTGOMERY",NA
"1169","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","MONTGOMERY",NA
"1170","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","MONTGOMERY",NA
"1171","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","MONTGOMERY",NA
"1172","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","MONTGOMERY",NA
"1173","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","MONTGOMERY",NA
"1174","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","MONTGOMERY",NA
"1175","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","MONTGOMERY",NA
"1176","VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY","MONTGOMERY",NA
"1177","TUSCALOOSA VA MEDICAL CENTER","TUSCALOOSA",NA
"1178","TUSCALOOSA VA MEDICAL CENTER","TUSCALOOSA",NA
"1179","TUSCALOOSA VA MEDICAL CENTER","TUSCALOOSA",NA
"1180","TUSCALOOSA VA MEDICAL CENTER","TUSCALOOSA",NA
"1181","TUSCALOOSA VA MEDICAL CENTER","TUSCALOOSA",NA
"1182","TUSCALOOSA VA MEDICAL CENTER","TUSCALOOSA",NA
"1183","TUSCALOOSA VA MEDICAL CENTER","TUSCALOOSA",NA
"1184","TUSCALOOSA VA MEDICAL CENTER","TUSCALOOSA",NA
"1185","TUSCALOOSA VA MEDICAL CENTER","TUSCALOOSA",NA
"1186","TUSCALOOSA VA MEDICAL CENTER","TUSCALOOSA",NA
"1187","TUSCALOOSA VA MEDICAL CENTER","TUSCALOOSA",NA
"1188","TUSCALOOSA VA MEDICAL CENTER","TUSCALOOSA",NA
"1189","TUSCALOOSA VA MEDICAL CENTER","TUSCALOOSA",NA
"1190","TUSCALOOSA VA MEDICAL CENTER","TUSCALOOSA",NA
"1191","WASHINGTON COUNTY HOSPITAL","CHATOM",NA
"1192","WASHINGTON COUNTY HOSPITAL","CHATOM",NA
"1193","WASHINGTON COUNTY HOSPITAL","CHATOM",NA
"1194","WASHINGTON COUNTY HOSPITAL","CHATOM",NA
"1195","WASHINGTON COUNTY HOSPITAL","CHATOM",NA
"1196","WASHINGTON COUNTY HOSPITAL","CHATOM",NA
"1197","WASHINGTON COUNTY HOSPITAL","CHATOM",NA
"1198","WASHINGTON COUNTY HOSPITAL","CHATOM",NA
"1199","WASHINGTON COUNTY HOSPITAL","CHATOM",NA
"1200","WASHINGTON COUNTY HOSPITAL","CHATOM",NA
"1201","WASHINGTON COUNTY HOSPITAL","CHATOM",NA
"1202","WASHINGTON COUNTY HOSPITAL","CHATOM",NA
"1203","WASHINGTON COUNTY HOSPITAL","CHATOM",NA
"1204","WASHINGTON COUNTY HOSPITAL","CHATOM",NA
"1205","RED BAY HOSPITAL","RED BAY",NA
"1206","RED BAY HOSPITAL","RED BAY",NA
"1207","RED BAY HOSPITAL","RED BAY",NA
"1208","RED BAY HOSPITAL","RED BAY",NA
"1209","RED BAY HOSPITAL","RED BAY",NA
"1210","RED BAY HOSPITAL","RED BAY",NA
"1211","RED BAY HOSPITAL","RED BAY",NA
